customer_id,age,gender,marital_status,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_history_years,num_existing_loans,num_credit_cards,avg_monthly_balance,late_payments_last_12m,debt_to_income_ratio,default
CUST100493,51,Female,Married,Diploma,Self-Employed,1290473,485806,36,23.88,13.2,0,2,145107,4,0.08,1
CUST100494,49,Female,Married,Graduate,Self-Employed,640082,453603,24,18.25,17.6,1,2,122141,4,0.36,1
CUST100495,65,Male,Single,Graduate,Salaried,419488,691183,24,14.24,8.2,2,5,16108,2,0.06,0
CUST100496,42,Male,Married,High School,Salaried,1163361,66015,12,12.01,5.8,3,2,2853,3,0.21,1
CUST100497,57,Male,Married,High School,Salaried,203791,122877,60,22.03,0.3,3,1,84156,3,0.69,1
CUST100498,62,Male,Divorced,Graduate,Salaried,823335,297483,12,21.13,11.5,3,4,4176,0,0.85,1
CUST100499,18,Male,Single,Graduate,Salaried,1301110,543165,12,12.13,8,2,3,100459,7,0.12,1
CUST100500,33,Male,Single,Post-Graduate,Unemployed,1250017,678851,60,11.61,7.5,0,0,156992,3,0.52,0
CUST100501,56,Female,Single,Graduate,Salaried,1406188,413922,36,19.58,3.7,3,2,185922,3,0.27,1
CUST100502,22,Male,Divorced,Post-Graduate,Salaried,553797,641781,24,13.38,8.6,0,2,137901,3,0.17,0
CUST100503,39,Female,Divorced,Graduate,Salaried,1400020,691088,36,13.25,19.7,1,0,123225,7,0.24,1
CUST100504,46,Female,Married,Diploma,Salaried,1108793,516753,48,10.86,6,5,0,118458,1,0.54,1
CUST100505,20,Male,Married,High School,Unemployed,920607,735768,48,12.59,12,5,1,110893,0,0.11,0
CUST100506,29,Female,Married,Graduate,Salaried,257263,411670,48,15.13,15.5,0,3,73927,2,0.42,0
CUST100507,43,Female,Married,Graduate,Salaried,465578,451739,60,19.86,15,0,2,118178,3,0.16,0
CUST100508,33,Female,Single,High School,Self-Employed,1022153,665936,12,13.71,6.6,5,4,40667,5,0.28,1
CUST100509,68,Female,Married,Diploma,Salaried,167645,307307,36,13.59,12.2,3,1,196914,6,0.21,1
CUST100510,54,Female,Single,Post-Graduate,Salaried,359608,693078,24,12.92,17.4,4,1,166915,1,0.8,1
CUST100511,39,Female,Married,Graduate,Salaried,667571,631796,48,15.91,0.3,4,4,181880,7,0.65,1
CUST100512,46,Male,Married,Diploma,Salaried,469115,759127,36,11.3,8.7,2,4,161615,7,0.79,1
CUST100513,31,Female,Married,Diploma,Unemployed,222780,321763,48,16.03,4.5,5,5,6611,7,0.38,1
CUST100514,45,Female,Single,High School,Self-Employed,937166,294270,48,19.41,7.8,5,4,88242,3,0.32,1
CUST100515,22,Female,Single,Diploma,Salaried,1169091,609214,24,8.96,8.3,2,0,84612,6,0.37,1
CUST100516,64,Male,Single,Diploma,Self-Employed,973159,60633,60,8.65,14.9,4,2,46902,6,0.07,1
CUST100517,66,Female,Single,High School,Salaried,1015596,228726,12,9.66,1.9,1,5,33043,1,0.67,1
CUST100518,47,Male,Single,Graduate,Salaried,1476936,23317,60,16.8,10.3,3,0,136343,0,0.35,1
CUST100519,63,Female,Divorced,Diploma,Salaried,453977,327124,36,21.74,11.3,3,5,72867,7,0.32,1
CUST100520,69,Male,Married,Graduate,Salaried,703043,737006,60,8.58,9.9,1,2,77089,5,0.56,1
CUST100521,22,Male,Single,Post-Graduate,Salaried,628175,731323,36,23.02,14.6,1,5,58745,5,0.42,1
CUST100522,29,Female,Single,High School,Self-Employed,1242446,460847,36,10.15,7.7,4,0,193149,5,0.88,1
CUST100523,33,Female,Married,Graduate,Unemployed,1305656,724676,12,21.55,18.9,2,3,190191,7,0.35,1
CUST100524,43,Male,Married,Diploma,Salaried,216502,387508,24,15.98,9.6,1,2,142645,3,0.57,1
CUST100525,43,Female,Married,Post-Graduate,Salaried,710611,472558,12,18.72,11.4,2,1,152481,1,0.31,0
CUST100526,65,Male,Divorced,High School,Salaried,552206,297648,60,16.42,16.5,0,2,85970,7,0.89,1
CUST100527,38,Male,Married,Graduate,Salaried,857902,743953,36,15.89,5.5,3,2,24464,5,0.43,1
CUST100528,56,Male,Divorced,Graduate,Salaried,811804,439876,48,21.44,1.5,4,2,173912,6,0.59,1
CUST100529,53,Male,Married,Diploma,Salaried,548556,339532,48,20.22,14.2,3,3,179857,7,0.16,1
CUST100530,50,Male,Single,High School,Self-Employed,455468,232369,36,15.99,9.7,4,0,118523,6,0.67,1
CUST100531,47,Female,Divorced,Graduate,Salaried,600350,599789,12,10.23,17.9,0,1,20662,4,0.28,1
CUST100532,54,Male,Single,Graduate,Salaried,616232,728669,24,10.29,19.7,3,0,18228,7,0.43,1
CUST100533,40,Male,Married,Diploma,Salaried,1430786,47043,12,20.92,8,0,5,60721,4,0.8,1
CUST100534,27,Female,Single,Graduate,Salaried,651821,53635,36,16.71,8.3,4,5,180295,1,0.87,1
CUST100535,22,Male,Married,Diploma,Salaried,995817,230387,36,15.96,8.2,1,5,138458,7,0.41,1
CUST100536,53,Female,Married,Graduate,Self-Employed,1086540,100691,24,19.05,6.5,3,0,6862,3,0.76,1
CUST100537,51,Female,Married,High School,Salaried,370231,519730,60,21.81,15.6,0,4,40108,3,0.1,0
CUST100538,69,Female,Married,Post-Graduate,Self-Employed,1181516,113944,60,18.25,15.2,5,3,91788,0,0.77,1
CUST100539,48,Male,Single,Diploma,Salaried,500171,747467,24,20.32,9.6,3,4,80140,0,0.59,1
CUST100540,27,Male,Single,Diploma,Salaried,661220,475796,60,20.36,0.9,3,5,158273,5,0.47,1
CUST100541,36,Male,Married,High School,Salaried,1394953,535578,48,14.02,6.2,3,3,68578,2,0.81,1
CUST100542,49,Female,Single,High School,Self-Employed,570043,59236,60,12.75,5.8,2,0,49966,6,0.77,1
CUST100543,18,Male,Married,Graduate,Salaried,1098935,286294,60,20.92,16.2,0,5,185846,0,0.3,0
CUST100544,22,Female,Single,Diploma,Self-Employed,1193224,393513,60,14.35,1.8,0,0,10386,3,0.72,1
CUST100545,62,Male,Divorced,Graduate,Salaried,1150451,548425,48,22.5,16.1,3,3,77228,6,0.13,1
CUST100546,21,Female,Married,High School,Self-Employed,152966,574280,60,9.58,13.4,1,0,146297,2,0.75,1
CUST100547,33,Male,Married,Diploma,Salaried,540993,135140,48,9.4,14.6,3,0,147765,0,0.62,0
CUST100548,41,Male,Single,Diploma,Self-Employed,1424309,195993,24,22.87,8.6,2,1,72197,1,0.12,0
CUST100549,33,Male,Married,High School,Salaried,283639,665513,12,18.55,13.6,4,4,43021,4,0.63,1
CUST100550,19,Female,Divorced,High School,Unemployed,366331,492585,24,14.38,12.2,2,4,118915,0,0.54,0
CUST100551,66,Female,Married,Diploma,Salaried,1054678,355834,12,20.2,15.4,1,4,149333,7,0.56,1
CUST100552,45,Male,Married,Diploma,Salaried,1211174,316379,24,18.92,8.9,3,2,158450,0,0.3,0
CUST100553,49,Male,Married,Diploma,Salaried,310271,230047,12,16.73,9.5,0,1,117174,7,0.28,1
CUST100554,44,Female,Single,Graduate,Self-Employed,527014,563410,12,10.03,12.9,5,5,86755,1,0.7,1
CUST100555,37,Female,Married,Graduate,Salaried,1102868,306100,36,21.09,2.2,3,5,143009,3,0.27,1
CUST100556,41,Female,Single,High School,Self-Employed,967516,83879,12,21.92,8.7,1,5,66330,5,0.43,1
CUST100557,29,Male,Single,Diploma,Salaried,819597,602848,12,11.17,19.4,0,4,178438,1,0.64,0
CUST100558,67,Female,Single,Post-Graduate,Salaried,775538,392454,36,21.68,0.8,2,4,72322,5,0.12,1
CUST100559,52,Male,Single,Graduate,Salaried,368004,744045,60,22.11,6.3,4,1,102318,0,0.56,1
CUST100560,50,Female,Single,Graduate,Unemployed,1123510,257268,60,17.02,6.3,4,0,171232,3,0.55,1
CUST100561,50,Male,Single,Diploma,Self-Employed,137118,499280,36,18.67,12.7,3,4,45313,2,0.63,1
CUST100562,68,Female,Divorced,Graduate,Unemployed,1191192,527656,48,14.42,2.1,2,5,27032,0,0.36,0
CUST100563,60,Female,Married,Graduate,Salaried,251870,327268,12,12.87,12.6,5,0,148430,1,0.43,1
CUST100564,54,Female,Divorced,Graduate,Self-Employed,1438321,711257,12,19.69,1.9,5,4,61710,2,0.33,1
CUST100565,29,Female,Married,Post-Graduate,Self-Employed,122795,690392,36,21.86,1.9,1,3,95326,4,0.74,1
CUST100566,20,Female,Single,High School,Salaried,1266038,334941,36,18.64,14.6,4,2,86157,2,0.16,1
CUST100567,18,Male,Married,High School,Self-Employed,1433804,457043,48,16.43,6.5,2,4,179893,1,0.87,1
CUST100568,50,Female,Married,Graduate,Unemployed,907163,170823,60,10.96,19.5,3,3,28365,6,0.59,1
CUST100569,57,Female,Single,Graduate,Self-Employed,1300777,574661,24,9.33,0.7,0,1,13189,2,0.8,1
CUST100570,27,Female,Married,High School,Self-Employed,279094,142026,60,15.41,8.9,3,3,7248,1,0.41,1
CUST100571,60,Male,Single,Diploma,Salaried,383749,50270,12,9.26,2.3,3,1,4369,6,0.33,1
CUST100572,61,Female,Married,High School,Salaried,1246082,252931,36,17.32,7,2,4,194835,0,0.82,1
CUST100573,46,Male,Married,Diploma,Unemployed,884601,740177,48,14.43,20,4,1,139122,6,0.13,1
CUST100574,30,Female,Single,Graduate,Salaried,1212706,85184,60,20.24,17.8,2,3,28605,3,0.15,1
CUST100575,29,Female,Single,Graduate,Self-Employed,1066769,527532,48,13.24,1,0,2,49616,4,0.3,1
CUST100576,48,Male,Married,Diploma,Self-Employed,283402,755053,60,17.69,11.3,2,0,185551,6,0.87,1
CUST100577,63,Female,Married,Diploma,Self-Employed,974901,582167,12,16.83,13,1,0,103719,3,0.59,1
CUST100578,19,Male,Single,High School,Unemployed,1314835,331741,24,8.57,4.2,3,2,171955,3,0.52,1
CUST100579,68,Male,Divorced,Diploma,Salaried,539007,23626,48,9.62,2.9,4,5,33055,3,0.65,1
CUST100580,67,Female,Single,Graduate,Salaried,1370258,630224,48,13,18.1,5,0,199803,6,0.4,1
CUST100581,52,Male,Married,Post-Graduate,Salaried,343034,515395,24,22.17,19.4,0,4,116680,1,0.69,0
CUST100582,40,Female,Divorced,Graduate,Salaried,629394,779161,48,10.78,19.8,5,5,7450,7,0.38,1
CUST100583,34,Female,Single,High School,Salaried,664061,625803,48,19.52,15.8,3,4,133997,1,0.75,1
CUST100584,43,Male,Single,Post-Graduate,Salaried,910671,228137,60,23.59,13.3,2,3,50272,4,0.28,1
CUST100585,25,Male,Single,Graduate,Self-Employed,403007,599678,60,20.75,6.9,5,3,5310,1,0.29,1
CUST100586,46,Male,Single,Graduate,Unemployed,433559,767320,24,12.27,3.4,1,5,31817,5,0.49,1
CUST100587,43,Male,Single,Diploma,Salaried,188968,598432,12,22.58,1.6,2,5,175600,1,0.42,1
CUST100588,27,Female,Married,Diploma,Salaried,613891,164454,48,9.94,13.9,3,5,186851,1,0.6,1
CUST100589,43,Female,Single,Diploma,Unemployed,704718,548313,12,15.76,15.7,5,5,82641,1,0.36,1
CUST100590,51,Male,Married,High School,Salaried,1418648,456442,24,22.26,16.5,0,1,15457,0,0.25,0
CUST100591,68,Female,Divorced,High School,Salaried,121515,361524,24,18.44,18.3,5,5,42311,4,0.45,1
CUST100592,58,Female,Married,High School,Salaried,217206,274043,60,14.91,17.6,5,5,135052,5,0.53,1
CUST100593,24,Female,Married,Diploma,Salaried,365282,663198,48,13.04,20,4,3,151958,1,0.17,1
CUST100594,21,Female,Single,Graduate,Salaried,527821,482927,36,14.31,4.9,5,4,181949,7,0.52,1
CUST100595,67,Male,Married,Diploma,Unemployed,962672,640343,24,16.39,15.3,3,3,123573,4,0.32,1
CUST100596,62,Male,Married,High School,Salaried,125586,408333,48,13.45,11.7,0,0,97427,2,0.38,0
CUST100597,28,Female,Married,Post-Graduate,Salaried,1138725,750070,12,23.52,5.2,3,1,36181,0,0.29,0
CUST100598,46,Male,Single,Post-Graduate,Salaried,1028806,577749,60,22.96,19.6,1,1,164334,6,0.84,1
CUST100599,53,Male,Married,Graduate,Salaried,889565,278072,12,22,18,2,4,132019,7,0.63,1
CUST100600,42,Male,Married,Post-Graduate,Self-Employed,664999,585403,24,15.04,2.6,5,5,131094,1,0.27,1
CUST100601,38,Female,Single,Graduate,Self-Employed,140039,130084,24,19.22,0.5,4,3,1128,7,0.6,1
CUST100602,53,Female,Single,Post-Graduate,Self-Employed,326555,365876,12,22.49,13.8,0,0,79522,5,0.77,1
CUST100603,27,Female,Married,High School,Salaried,1118899,493006,24,21.68,12.1,4,3,163394,0,0.39,1
CUST100604,54,Male,Married,Diploma,Unemployed,1388306,361701,48,14.92,18.7,4,5,48929,5,0.76,1
CUST100605,26,Female,Married,High School,Self-Employed,121577,704050,24,10.24,4.7,4,5,81696,6,0.18,1
CUST100606,41,Female,Married,High School,Self-Employed,227792,93568,60,9.67,1.7,5,2,115245,6,0.75,1
CUST100607,52,Male,Single,High School,Salaried,1065854,78560,48,17.44,5.2,0,3,9808,7,0.51,1
CUST100608,66,Female,Married,Graduate,Salaried,1407116,168866,36,18.46,0.4,0,4,95148,0,0.24,0
CUST100609,52,Female,Married,Graduate,Salaried,1071302,170953,24,21.67,0.7,4,3,183954,2,0.4,1
CUST100610,65,Male,Single,Graduate,Self-Employed,1397082,761652,24,13.03,18.3,2,1,21725,7,0.89,1
CUST100611,53,Male,Single,High School,Salaried,130785,781058,60,11.1,7,5,0,72534,4,0.72,1
CUST100612,35,Male,Married,Graduate,Salaried,1240803,246024,60,14.37,8.2,5,4,39950,0,0.54,1
CUST100613,66,Female,Single,Graduate,Self-Employed,1025112,200775,12,13.98,0.4,3,2,83576,3,0.15,1
CUST100614,56,Female,Married,Diploma,Self-Employed,968389,111288,12,10.55,5.4,5,0,20557,6,0.41,1
CUST100615,49,Female,Single,Graduate,Unemployed,978326,491678,12,18.92,16.1,4,0,21825,2,0.27,1
CUST100616,41,Male,Single,Diploma,Salaried,1416517,401164,60,16.38,12.3,1,1,8998,7,0.11,1
CUST100617,40,Male,Single,Diploma,Self-Employed,270653,794124,12,19.68,15.1,4,1,36080,6,0.51,1
CUST100618,49,Female,Divorced,Post-Graduate,Salaried,437336,34390,12,13.97,8.9,0,1,188869,3,0.81,1
CUST100619,54,Female,Married,Diploma,Salaried,383606,517619,36,13.55,6.2,5,4,146874,2,0.62,1
CUST100620,29,Male,Divorced,Diploma,Salaried,510992,238547,12,15.82,9.7,5,3,142239,6,0.26,1
CUST100621,66,Male,Married,Post-Graduate,Salaried,1053015,571595,24,22.1,6.5,3,0,42407,3,0.54,1
CUST100622,30,Male,Single,Graduate,Salaried,1479385,247436,60,9.12,16.8,1,3,120283,3,0.85,1
CUST100623,40,Male,Married,High School,Self-Employed,344737,245121,48,20.97,6,5,3,13338,6,0.66,1
CUST100624,42,Female,Married,High School,Salaried,1014235,271063,36,14.22,13.2,3,1,76289,7,0.64,1
CUST100625,52,Male,Married,High School,Self-Employed,763970,44502,60,21.75,2.7,3,3,149967,6,0.87,1
CUST100626,58,Female,Single,Graduate,Salaried,506213,566774,60,20.93,13.7,1,0,178982,5,0.73,1
CUST100627,47,Female,Married,Diploma,Salaried,1223036,393957,24,13.91,18.3,4,0,131029,0,0.17,1
CUST100628,34,Female,Single,High School,Salaried,519437,713618,12,19.26,12.2,4,5,109367,0,0.35,1
CUST100629,66,Male,Single,Post-Graduate,Salaried,536690,733076,24,10.97,11.2,4,2,65898,2,0.87,1
CUST100630,37,Male,Married,Graduate,Salaried,1143577,248300,12,22.39,19.2,2,4,134526,4,0.47,1
CUST100631,65,Male,Married,High School,Salaried,1283951,123920,12,14.77,12.5,4,3,117486,6,0.14,1
CUST100632,42,Male,Single,Graduate,Salaried,1019092,756854,60,15.56,5.2,1,4,86540,7,0.44,1
CUST100633,39,Female,Single,Graduate,Salaried,272117,364912,12,19.44,5.8,2,4,191869,5,0.64,1
CUST100634,30,Male,Married,High School,Salaried,997751,607073,36,21.22,14.1,4,4,181709,0,0.9,1
CUST100635,36,Male,Married,Diploma,Unemployed,1285158,620338,36,12.16,14.7,2,5,136421,0,0.33,0
CUST100636,66,Female,Married,Graduate,Salaried,1042426,567026,36,18.75,6.1,1,4,125416,7,0.49,1
CUST100637,53,Male,Divorced,Diploma,Self-Employed,798066,94231,60,14.58,6.9,4,5,39963,5,0.8,1
CUST100638,29,Female,Married,Graduate,Self-Employed,172949,93606,24,14.21,19.8,0,0,138822,1,0.35,0
CUST100639,58,Female,Single,Diploma,Unemployed,583930,506517,48,19.2,2,5,3,94929,5,0.14,1
CUST100640,36,Female,Married,High School,Self-Employed,215558,323806,12,14.5,8.1,1,5,153535,7,0.86,1
CUST100641,29,Female,Married,High School,Salaried,1129260,400457,48,13.86,1.2,3,2,74935,0,0.47,1
CUST100642,26,Female,Single,Diploma,Self-Employed,909148,247369,24,21.46,16.4,3,4,189864,4,0.48,1
CUST100643,24,Female,Married,High School,Self-Employed,1316222,513896,24,10.07,1.8,1,2,13686,1,0.58,0
CUST100644,45,Female,Single,High School,Salaried,837186,176688,60,18.98,13.5,3,0,63528,7,0.05,1
CUST100645,31,Female,Divorced,Graduate,Salaried,191916,515898,36,12.36,1.1,1,0,99811,7,0.84,1
CUST100646,48,Male,Married,Post-Graduate,Salaried,1428166,293326,36,8.74,13.5,0,1,22787,3,0.36,0
CUST100647,69,Male,Married,Graduate,Self-Employed,892378,475229,24,11.08,16.9,1,4,145848,5,0.39,1
CUST100648,36,Male,Married,Post-Graduate,Self-Employed,1243270,182403,60,17.9,8,4,1,115613,3,0.2,1
CUST100649,64,Male,Married,High School,Salaried,533867,721458,60,19.49,10.4,4,2,188499,1,0.37,1
CUST100650,33,Female,Married,Post-Graduate,Salaried,975126,46128,12,8.83,8,2,3,104887,1,0.73,1
CUST100651,22,Male,Married,High School,Salaried,1450728,51556,36,9.06,6,3,1,61086,1,0.73,1
CUST100652,52,Female,Single,Post-Graduate,Salaried,1149242,278470,24,22.49,16.1,5,0,102231,2,0.85,1
CUST100653,29,Male,Married,Post-Graduate,Unemployed,190474,697236,48,9.64,5.4,3,4,63308,5,0.39,1
CUST100654,42,Male,Single,Graduate,Salaried,470068,160021,36,22.36,14.5,1,2,15797,7,0.65,1
CUST100655,69,Male,Married,Post-Graduate,Salaried,1430624,596250,12,12.04,4.1,5,5,5302,6,0.48,1
CUST100656,38,Female,Married,Graduate,Salaried,1111921,634342,60,19.97,5,5,0,194244,4,0.73,1
CUST100657,53,Male,Married,Diploma,Self-Employed,846499,537200,24,13.3,6.7,3,5,38059,4,0.66,1
CUST100658,40,Female,Single,Diploma,Salaried,941412,222278,36,21.81,11.8,5,3,131980,7,0.36,1
CUST100659,33,Female,Single,Graduate,Self-Employed,1223546,568387,48,19.36,9.1,5,4,191324,3,0.34,1
CUST100660,56,Male,Married,High School,Salaried,1447486,255943,12,14.73,14.9,4,3,143949,7,0.26,1
CUST100661,62,Male,Single,Graduate,Salaried,761232,203683,12,9.68,4.3,0,3,14239,3,0.54,1
CUST100662,59,Male,Single,Post-Graduate,Salaried,524911,714245,36,19.86,0.2,1,4,27313,6,0.87,1
CUST100663,56,Female,Single,High School,Salaried,531012,335288,48,18.06,15.5,3,4,42103,3,0.22,1
CUST100664,31,Male,Divorced,Graduate,Salaried,1342191,216292,12,8.55,16.4,4,5,179480,5,0.13,1
CUST100665,48,Female,Married,Post-Graduate,Unemployed,1289070,552125,24,8.65,1.2,2,3,88771,0,0.15,0
CUST100666,22,Female,Single,Post-Graduate,Self-Employed,291277,200427,12,21.04,12.2,5,2,126228,3,0.72,1
CUST100667,52,Male,Single,Post-Graduate,Unemployed,611966,198371,48,12.52,7.6,5,5,91665,1,0.35,1
CUST100668,40,Male,Single,Graduate,Salaried,416303,792291,60,18.36,15.9,3,4,10534,3,0.24,1
CUST100669,46,Female,Married,Post-Graduate,Unemployed,1180092,388946,60,15.54,17.5,0,0,43060,1,0.35,0
CUST100670,60,Female,Married,Graduate,Salaried,1481212,646701,36,21.88,17,0,5,17189,2,0.6,0
CUST100671,28,Female,Single,High School,Salaried,935518,71012,48,22.71,15.5,3,1,128431,0,0.51,1
CUST100672,35,Male,Single,Diploma,Salaried,303163,150193,12,23.95,5.4,3,2,86067,0,0.68,1
CUST100673,64,Female,Single,Graduate,Salaried,1296599,238168,12,10.88,16.2,4,5,10967,6,0.34,1
CUST100674,29,Male,Married,High School,Self-Employed,492339,168178,60,21.88,10.7,3,4,65563,5,0.43,1
CUST100675,26,Female,Married,Graduate,Salaried,1347414,78123,60,12.62,1.1,2,4,8660,7,0.14,1
CUST100676,27,Female,Single,Graduate,Salaried,945169,131825,24,17.66,9.1,4,2,118671,5,0.11,1
CUST100677,61,Male,Single,High School,Self-Employed,391409,553008,60,16.34,18.8,5,1,129909,4,0.44,1
CUST100678,34,Female,Single,Graduate,Salaried,758453,188733,24,8.78,17.8,5,5,170895,2,0.31,1
CUST100679,55,Male,Divorced,Graduate,Salaried,763789,790391,12,22.96,2,5,5,186914,6,0.57,1
CUST100680,24,Male,Single,Diploma,Salaried,614670,244970,24,9.71,14.9,5,3,140688,5,0.09,1
CUST100681,63,Female,Married,High School,Self-Employed,921818,244866,24,19.17,16.1,1,0,75976,1,0.15,0
CUST100682,30,Male,Married,High School,Self-Employed,943857,170862,36,20.67,5.4,2,4,179810,2,0.79,1
CUST100683,57,Male,Single,Diploma,Salaried,241635,602943,60,20.83,9.4,4,5,13107,0,0.53,1
CUST100684,59,Female,Single,Post-Graduate,Salaried,818614,735003,24,10.6,14.2,4,5,192476,7,0.66,1
CUST100685,26,Male,Single,High School,Salaried,340935,637736,12,15.44,8.8,5,5,94182,7,0.77,1
CUST100686,67,Male,Married,Graduate,Self-Employed,1222210,198446,48,21.36,2.3,0,1,91787,1,0.44,0
CUST100687,44,Male,Married,High School,Salaried,1124221,718267,24,13.19,14.1,4,0,15954,6,0.7,1
CUST100688,19,Female,Married,Diploma,Salaried,823022,201143,60,15.75,18.2,2,5,16943,6,0.5,1
CUST100689,22,Male,Married,Graduate,Salaried,993420,664795,36,12.73,13,3,2,40725,2,0.24,1
CUST100690,46,Female,Single,Graduate,Salaried,612503,316956,12,15.69,15.5,2,4,45434,0,0.34,0
CUST100691,54,Female,Divorced,High School,Salaried,338599,333045,36,22.26,7.2,5,3,85751,5,0.47,1
CUST100692,55,Male,Married,Diploma,Self-Employed,357919,80186,48,15.55,3.7,5,2,10110,1,0.32,1
CUST100693,36,Male,Single,High School,Salaried,588668,142066,24,17.12,12.9,1,4,16462,1,0.34,0
CUST100694,25,Male,Divorced,Diploma,Salaried,523359,410508,24,14.76,6.6,4,1,79232,0,0.34,1
CUST100695,65,Female,Married,Graduate,Self-Employed,1460144,725611,60,15.63,17.2,4,0,185153,1,0.15,1
CUST100696,62,Male,Married,High School,Self-Employed,948416,740531,24,8.74,2.5,4,0,183871,7,0.12,1
CUST100697,18,Male,Married,Diploma,Salaried,161505,56160,12,12.9,8.7,5,4,66567,5,0.09,1
CUST100698,39,Male,Married,Diploma,Salaried,1271054,39156,48,15.27,7.9,4,2,182296,5,0.14,1
CUST100699,69,Male,Married,Post-Graduate,Salaried,1231275,96208,36,18.32,18.8,0,3,127425,5,0.34,1
CUST100700,34,Male,Single,Post-Graduate,Unemployed,1064461,493196,48,15.48,3.1,0,1,56063,0,0.55,0
CUST100701,24,Female,Single,High School,Salaried,1020444,485536,24,13.74,0.2,3,4,113394,3,0.21,1
CUST100702,42,Female,Divorced,Graduate,Unemployed,274721,693289,36,14.52,4.8,4,1,55240,3,0.8,1
CUST100703,62,Male,Single,Diploma,Self-Employed,1130165,479822,60,12.26,16.4,1,0,81352,6,0.74,1
CUST100704,21,Male,Single,Diploma,Salaried,941190,251226,48,22.83,4.2,3,5,148940,6,0.49,1
CUST100705,53,Male,Married,Graduate,Salaried,256668,475775,36,16.59,4.8,5,5,80989,7,0.67,1
CUST100706,23,Male,Married,Post-Graduate,Salaried,398518,467421,36,8.71,2.6,4,3,22222,1,0.36,1
CUST100707,48,Female,Married,Post-Graduate,Salaried,762974,786054,36,8.8,14.3,0,1,79794,5,0.08,1
CUST100708,36,Male,Divorced,Graduate,Salaried,1434495,481691,12,23.58,1.4,1,4,63924,1,0.82,1
CUST100709,61,Female,Single,Diploma,Self-Employed,927461,739701,48,11.93,6.6,3,3,99854,0,0.16,0
CUST100710,56,Female,Single,Graduate,Unemployed,728269,325007,36,20.99,5.6,1,2,78513,1,0.86,1
CUST100711,44,Male,Single,Diploma,Salaried,1484359,757197,48,9.4,11.1,4,5,54649,4,0.54,1
CUST100712,27,Female,Married,Graduate,Self-Employed,1282586,85439,36,22.78,14.6,2,4,102986,3,0.31,1
CUST100713,43,Female,Married,Diploma,Salaried,643472,682554,60,22.05,10.7,1,1,83749,1,0.47,0
CUST100714,36,Female,Single,Graduate,Salaried,526884,746747,60,17.35,18.6,1,3,141295,1,0.48,0
CUST100715,56,Female,Married,High School,Salaried,379021,665649,60,8.64,19,5,4,179238,2,0.07,1
CUST100716,20,Male,Married,High School,Self-Employed,267032,232986,24,12.5,7.2,0,3,39369,7,0.35,1
CUST100717,62,Male,Married,Post-Graduate,Unemployed,770807,217286,36,14.81,15.6,4,3,86379,1,0.68,1
CUST100718,30,Female,Divorced,High School,Self-Employed,1311005,512508,24,15.63,14.8,1,3,69392,4,0.48,1
CUST100719,67,Male,Single,Graduate,Salaried,577820,49777,48,13.11,17.9,4,1,190598,3,0.26,1
CUST100720,45,Male,Married,High School,Salaried,1009171,276427,24,9.01,9,0,4,12661,2,0.33,0
CUST100721,37,Male,Married,High School,Salaried,1482516,701543,48,17.65,10.6,5,0,146663,7,0.78,1
CUST100722,45,Male,Married,High School,Salaried,397948,440661,48,16.62,8.3,4,0,71718,0,0.5,1
CUST100723,25,Male,Married,High School,Self-Employed,1153237,218110,48,12.89,17,0,1,186307,6,0.5,1
CUST100724,58,Female,Married,Post-Graduate,Self-Employed,279204,369345,24,9.09,4.6,0,1,7970,0,0.87,0
CUST100725,56,Male,Married,Diploma,Self-Employed,1043953,434627,36,23.92,4.8,3,5,47922,3,0.32,1
CUST100726,18,Male,Single,Post-Graduate,Salaried,1449785,725937,24,15.97,7.5,5,3,30755,6,0.46,1
CUST100727,20,Male,Married,Graduate,Salaried,1007935,298011,36,20.22,4.6,5,4,120926,0,0.74,1
CUST100728,30,Male,Divorced,Diploma,Salaried,225072,606789,36,15.51,11.2,4,4,19416,7,0.7,1
CUST100729,45,Female,Divorced,Graduate,Salaried,784490,165338,48,9.17,2.7,2,2,13672,4,0.28,1
CUST100730,66,Female,Single,Graduate,Salaried,209360,710568,24,13.3,6.4,3,2,128145,1,0.18,0
CUST100731,42,Female,Single,Graduate,Self-Employed,182287,521754,36,13.46,18.3,5,0,178068,3,0.65,1
CUST100732,50,Female,Single,Diploma,Self-Employed,1406585,665832,60,21.49,8.2,0,2,74095,6,0.27,1
CUST100733,55,Male,Married,Diploma,Salaried,827062,444429,36,18.64,15,5,2,64,2,0.83,1
CUST100734,23,Female,Married,Post-Graduate,Salaried,812353,682727,60,12.77,2.3,2,0,68835,1,0.16,0
CUST100735,61,Male,Single,Post-Graduate,Salaried,807235,799518,24,23.5,5,1,5,136711,0,0.32,0
CUST100736,62,Male,Married,Post-Graduate,Salaried,890644,579650,24,13.48,16.1,1,0,142127,0,0.1,0
CUST100737,49,Male,Married,Diploma,Self-Employed,781414,270449,24,23.97,15.3,5,2,190292,2,0.65,1
CUST100738,62,Male,Married,Graduate,Salaried,350881,333732,36,23.94,7.7,5,4,87594,4,0.81,1
CUST100739,64,Male,Married,Diploma,Salaried,1275933,189357,12,11.46,19.1,3,2,160499,7,0.59,1
CUST100740,38,Female,Married,Diploma,Salaried,327440,670971,36,13.35,18.2,5,3,116916,7,0.85,1
